date,time,game_id,home,away,team,team_id,winner,player_id,first,last,X.,g,gs,mp,pts,fga,fgm,fg.,X3pa,X3pm,X3p.,fta,ftm,ft.,oreb,dreb,treb,ast,stl,blk,tov,pf
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,tyusjefferson_01,Tyus,Jefferson,3,1,,,20,17,9,0.529411765,3,0,0,4,2,0.5,0,3,3,5,2,0,3,0
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,ducezaid_01,Duce,Zaid,5,1,,,2,3,1,0.333333333,1,0,0,0,0,,0,3,3,0,0,0,3,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,charlesnann_01,Charles,Nann,7,1,,,6,3,1,0.333333333,1,0,0,4,4,1,2,1,3,0,1,0,0,0
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,kentrellbarkley_01,Kentrell,Barkley,12,1,,,35,25,14,0.56,7,2,0.285714286,6,5,0.833333333,4,8,12,7,0,1,4,1
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,kyndaylhill_01,Kyndayl,Hill,15,1,,,9,6,3,0.5,3,2,0.666666667,2,1,0.5,1,6,7,1,0,1,1,3
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,coltonburgon_01,Colton,Burgon,20,1,,,2,4,1,0.25,0,0,,0,0,,4,5,9,0,0,0,0,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,thomasbullock_01,Thomas,Bullock,22,1,,,14,12,6,0.5,4,2,0.5,0,0,,0,6,6,5,1,0,3,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,tylerburgess_01,Tyler,Burgess,23,1,,,6,4,2,0.5,2,1,0.5,2,1,0.5,0,3,3,2,0,0,1,2
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,brendenmorris_01,Brenden,Morris,23,1,,,17,12,6,0.5,3,1,0.333333333,4,4,1,4,4,8,3,2,3,1,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,,,,Total:,,,,111,86,43,0.5,24,8,0.333333333,22,17,0.772727273,15,39,54,23,6,5,16,22
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,huntererickson_01,Hunter,Erickson,0,1,,,16,16,7,0.4375,5,1,0.2,3,1,0.333333333,2,4,6,5,0,0,2,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,pukanacua_01,Puka,Nacua,1,1,,,3,2,1,0.5,2,1,0.5,0,0,,0,1,1,1,1,0,0,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,jeremydowdell_01,Jeremy,Dowdell,3,1,,,26,18,11,0.611111111,7,3,0.428571429,2,1,0.5,0,4,4,4,1,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,daltonnixon_01,Dalton,Nixon,4,1,,,12,13,5,0.384615385,7,2,0.285714286,0,0,,0,4,4,3,6,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,lewisjohnson_01,Lewis,Johnson,10,1,,,3,7,1,0.142857143,4,1,0.25,0,0,,6,1,7,0,0,1,2,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,taylormiller_01,Taylor,Miller,20,1,,,14,18,5,0.277777778,9,4,0.444444444,0,0,,3,6,9,8,1,0,5,1
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,brockanderson_01,Brock,Anderson,30,1,,,2,6,1,0.166666667,2,0,0,0,0,,1,2,3,1,0,0,1,2
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,dayongoodman_01,Dayon,Goodman,35,1,,,17,8,5,0.625,5,3,0.6,4,4,1,0,4,4,0,2,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,mckayjohnson_01,Mckay,Johnson,45,1,,,0,2,0,0,0,0,,0,0,,0,2,2,3,0,0,0,1
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,,,,Total:,,,,93,90,36,0.4,41,15,0.365853659,9,6,0.666666667,12,28,40,25,11,5,11,16
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,neemanamdar_01,Neema,Namdar,0,1,,,4,10,2,0.2,5,0,0,1,0,0,0,2,2,9,0,0,1,2
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,samvelez_01,Sam,Velez,1,1,,,2,1,1,1,0,0,,0,0,,0,3,3,1,0,0,2,3
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,blazenield_01,Blaze,Nield,3,1,,,19,15,9,0.6,5,1,0.2,0,0,,0,8,8,9,4,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,geraddavis_01,Gerad,Davis,6,1,,,6,12,3,0.25,3,0,0,0,0,,1,4,5,2,1,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,connorharding_01,Connor,Harding,11,1,,,27,14,10,0.714285714,6,3,0.5,7,4,0.571428571,3,6,9,3,2,0,2,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,willjoyce_01,Will,Joyce,20,1,,,0,2,0,0,0,0,,0,0,,2,1,3,0,0,0,3,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,yoelichilds_01,Yoeli,Childs,23,1,,,29,21,11,0.523809524,12,5,0.416666667,4,2,0.5,1,11,12,2,0,2,5,2
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,barzinboban_01,Barzin,Boban,25,1,,,0,2,0,0,0,0,,2,0,0,3,1,4,1,0,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,nicpaulos_01,Nic,Paulos,31,1,,,8,8,3,0.375,7,2,0.285714286,0,0,,0,4,4,1,0,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,,,,Total:,,,,95,85,39,0.458823529,38,11,0.289473684,14,6,0.428571429,10,40,50,24,7,4,16,11
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,brandonsly_01,Brandon,Sly,2,1,,29.4,23,20,10,0.5,5,2,0.4,1,1,1,2,4,6,8,1,0,3,0
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,vikonoma'aea_01,Viko,Noma'aea,6,1,,27,8,8,3,0.375,7,2,0.285714286,0,0,NaN,0,0,0,4,1,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,parkervan dyke_01,Parker,Van Dyke,7,1,,32.6,44,29,18,0.620689655,13,7,0.538461538,2,1,0.5,0,6,6,5,1,0,3,0
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,dannyberger_01,Danny,Berger,12,1,,31.6,13,8,5,0.625,5,3,0.6,0,0,NaN,0,9,9,6,0,0,2,3
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,peterbrown_01,Peter,Brown,33,1,,20.6,7,5,3,0.6,0,0,NaN,1,1,1,2,2,4,5,2,0,0,2
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,seanharris_01,Sean,Harris,60,1,,27.4,9,9,4,0.444444444,3,0,0,2,1,0.5,5,8,13,8,2,1,0,2
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,zacseljaas_01,Zac,Seljaas,99,1,,31.4,28,20,10,0.5,12,3,0.25,6,5,0.833333333,2,10,12,1,1,0,3,4
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,,,,Total:,,,200,132,99,53,0.535353535,45,17,0.377777778,12,9,0.75,11,39,50,37,8,1,11,12
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,toneanderson_01,Tone,Anderson,0,1,,24.6,7,10,3,0.3,4,1,0.25,0,0,NaN,0,1,1,3,1,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,brendanbailey_01,Brendan,Bailey,1,1,,26.8,18,16,8,0.5,7,2,0.285714286,0,0,NaN,1,8,9,1,0,1,2,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,justinharmon_01,Justin,Harmon,1,1,,13.7,13,8,5,0.625,5,2,0.4,2,1,0.5,2,2,4,0,0,0,0,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,elidavy_01,Eli,Davy,2,1,,26.3,8,12,4,0.333333333,0,0,NaN,0,0,NaN,2,4,6,5,1,0,2,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,quaefurlow_01,Quae,Furlow,3,1,,15.4,6,7,3,0.428571429,2,0,0,2,0,0,2,1,3,1,0,1,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,zahirporter_01,Zahir,Porter,5,1,,22.7,15,13,6,0.461538462,6,1,0.166666667,3,2,0.666666667,1,3,4,2,2,0,2,3
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,anthonycox_01,Anthony,Cox,11,1,,17.3,10,6,4,0.666666667,3,2,0.666666667,0,0,NaN,0,2,2,2,0,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,ibegerlach_01,Ibe,Gerlach,20,1,,13.7,11,5,4,0.8,3,3,1,0,0,NaN,0,3,3,3,0,0,0,3
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,xaviersneed_01,Xavier,Sneed,20,1,,22.2,10,12,3,0.25,9,2,0.222222222,5,2,0.4,0,4,4,2,0,0,1,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,ronaldleach_01,Ronald,Leach,32,1,,17.3,6,4,3,0.75,0,0,NaN,2,0,0,0,4,4,0,0,1,0,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,,,,Total:,,,200,104,93,43,0.462365591,39,13,0.333333333,14,5,0.357142857,8,32,40,19,4,3,7,11
